Korean Word,Emotion,Emotion-Intensity-Score
질겁,anger,0.303
신권,anger,0.303
음산한,anger,0.303
퇴화,anger,0.3
오용,anger,0.297
과세,anger,0.297
무의미한,anger,0.297
발톱,anger,0.297
수가 막힘,anger,0.297
득템하다,anger,0.297
사기,anger,0.297
감가상각,anger,0.297
우울한,anger,0.297
낭비,anger,0.297
마비,anger,0.295
실향민,anger,0.294
제한된,anger,0.292
실망,anger,0.29
오크,anger,0.289
말도 안 되는,anger,0.289
노숙자,anger,0.288
척추,anger,0.288
놀리는,anger,0.288
주제넘은,anger,0.288
반응하다,anger,0.288
갈다,anger,0.288
장벽,anger,0.287
부엉,anger,0.287
트위치,anger,0.287
근시,anger,0.283
플렉신,anger,0.281
보온재,anger,0.281
흑인 노예,anger,0.281
호환되지 않는,anger,0.281
떨다,anger,0.281
스팸,anger,0.281
아아,anger,0.281
연결을 끊다,anger,0.281
체납,anger,0.281
반환,anger,0.281
침략,anger,0.279
트롤,anger,0.279
불공정,anger,0.279
버퍼링,anger,0.279
비준수,anger,0.279
네더,anger,0.278
가짜,anger,0.273
미숙,anger,0.273
무관심,anger,0.273
도깨비,anger,0.273
화끈한,anger,0.269
충격,anger,0.269
협잡,anger,0.266
아침을 모르는 사람,anger,0.266
페미니즘,anger,0.266
작동 불능,anger,0.266
곰,anger,0.266
불편한,anger,0.266
숨어있는,anger,0.266
피고,anger,0.266
노포인트,anger,0.266
랩,anger,0.266
캐내다,anger,0.266
당황,anger,0.266
인터럽트,anger,0.265
파동,anger,0.265
과장하다,anger,0.263
잃다,anger,0.261
은어,anger,0.258
노,anger,0.258
결석,anger,0.258
놀리다,anger,0.258
좀도둑,anger,0.258
군인,anger,0.258
무능한,anger,0.257
주입,anger,0.255
로켓,anger,0.25
활재,anger,0.25
시끄러운,anger,0.25
평판,anger,0.25
지팡이,anger,0.25
언팔로우,anger,0.25
걸려 넘어지는,anger,0.25
관심을 찾는 사람,anger,0.25
지배,anger,0.25
사회주의자,anger,0.25
거짓말,anger,0.25
복잡하다,anger,0.25
변호사,anger,0.25
올바르지 않은,anger,0.25
무의미한 말,anger,0.25
삐,anger,0.25
마녀,anger,0.242
떨어지다,anger,0.242
장애,anger,0.242
고삐,anger,0.242
울타리,anger,0.242
캡스락,anger,0.242
이해하지 못하다,anger,0.242
흡혈귀,anger,0.242
둘러싼 사람,anger,0.242
인상을 찌푸리다,anger,0.239
무력,anger,0.238
굶주림,anger,0.235
껍데기,anger,0.234
기상,anger,0.234
경기 후퇴,anger,0.234
실패,anger,0.234
손짓,anger,0.234
정치,anger,0.234
용암,anger,0.234
악당,anger,0.234
잠을 자려고,anger,0.234
관세,anger,0.234
탐탁지 않은,anger,0.231
어둠,anger,0.227
~ 대,anger,0.227
카피캣,anger,0.227
사직하다,anger,0.227
흠뻑,anger,0.226
충족되지 않은,anger,0.225
버려진,anger,0.222
얻기 어려운,anger,0.221
빚진,anger,0.221
파산,anger,0.221
오인,anger,0.219
도구,anger,0.219
파수꾼,anger,0.219
압박 붕대,anger,0.219
모기,anger,0.219
징징거리는,anger,0.219
뭔가 겟타로트,anger,0.219
착란,anger,0.219
도움이되지 않는,anger,0.219
경련,anger,0.219
코가,anger,0.213
비싼,anger,0.212
가산기,anger,0.212
괴롭히다,anger,0.212
부족,anger,0.212
멜로 드라마,anger,0.212
소유,anger,0.206
사막,anger,0.206
과장된,anger,0.206
무급,anger,0.203
무력한,anger,0.203
문장,anger,0.203
무능한,anger,0.203
죄상 인부,anger,0.203
입을 삐죽 내밀기,anger,0.203
불길한,anger,0.203
사기꾼,anger,0.203
등뼈,anger,0.203
초대받지 않은,anger,0.203
법원,anger,0.199
끝없는,anger,0.198
광고,anger,0.197
산만,anger,0.197
지연,anger,0.197
그릇된 진술,anger,0.197
오해,anger,0.195
허용되지 않는,anger,0.191
일으키다,anger,0.191
번개,anger,0.189
배제하다,anger,0.188
슬픈,anger,0.188
불안정한,anger,0.188
...을 넣다,anger,0.188
속삭임,anger,0.182
깎아 다듬다,anger,0.182
평가,anger,0.182
원고,anger,0.182
주장하다,anger,0.182
정부,anger,0.182
산만,anger,0.182
아편,anger,0.18
~ 받을 만하다,anger,0.176
고집 센,anger,0.176
치료하다,anger,0.175
주장,anger,0.175
자극,anger,0.172
거대한,anger,0.172
자유롭게 하다,anger,0.172
우유부단한,anger,0.172
호르몬,anger,0.172
피스,anger,0.172
헛소리,anger,0.172
잘못 두다,anger,0.172
회비,anger,0.172
정말 감사합니다,anger,0.172
양털,anger,0.172
개가 깽깽 우는 소리,anger,0.168
노새,anger,0.167
같지 않은,anger,0.167
햄스트링,anger,0.167
교섭,anger,0.167
불충분,anger,0.167
의미 없는,anger,0.167
관심을 찾는 사람들,anger,0.163
비좁고 갑갑한 곳,anger,0.156
류머티즘,anger,0.156
전완,anger,0.156
무관심,anger,0.156
저임금,anger,0.152
참여,anger,0.152
막 시작하는,anger,0.152
그릇된 정보,anger,0.152
불확실한,anger,0.152
벌,anger,0.152
변호사,anger,0.152
가장하고있는,anger,0.152
캠페인,anger,0.151
가망 없음,anger,0.149
감정,anger,0.147
합법화,anger,0.145
주의,anger,0.145
영화,anger,0.141
수신,anger,0.141
보조금,anger,0.141
기꺼이 남을 돌봐 주는,anger,0.141
윔피,anger,0.14
버머,anger,0.139
큰 홀,anger,0.136
흠,anger,0.136
철자 오류,anger,0.136
갚다,anger,0.136
부가 요금,anger,0.136
이런,anger,0.136
자작나무,anger,0.135
멍청한 놈,anger,0.133
울리다,anger,0.133
오케스트라,anger,0.132
무선 전화,anger,0.125
경쟁력 있는,anger,0.125
가만히 서있다,anger,0.125
부주의,anger,0.121
반전,anger,0.121
레이스,anger,0.118
팔꿈치,anger,0.117
본능적인,anger,0.112
성가,anger,0.111
금언,anger,0.109
외로운,anger,0.109
참다,anger,0.106
관리,anger,0.102
옹호,anger,0.1
도의적인,anger,0.094
도로 공사,anger,0.091
솔직한,anger,0.087
신사,anger,0.076
잊기 쉬운,anger,0.076
분비액,anger,0.075
돈,anger,0.074
후드,anger,0.071
과정,anger,0.063
단어,anger,0.062
냄새,anger,0.061
장난이 심하다,anger,0.061
오페라,anger,0.061
꼬마 요정,anger,0.061
양육하다,anger,0.059
트럼펫,anger,0.059
참사관,anger,0.059
자다,anger,0.059
출생지,anger,0.051
리본,anger,0.047
청소년,anger,0.045
투표,anger,0.045
현금,anger,0.039
잠자고 싶다,anger,0.031
와플,anger,0.03
여자,anger,0.03
뷔페,anger,0.029
유명 인사,anger,0.026
여성 단체,anger,0.015
자동 수정,anger,0.015
뮤지컬,anger,0.011
나무,anger,0
예기,anticipation,0.859
흥분한,anticipation,0.859
흥분,anticipation,0.82
예상하다,anticipation,0.82
열의,anticipation,0.812
신나는,anticipation,0.797
기다리는,anticipation,0.789
떨리는,anticipation,0.781
희망,anticipation,0.773
탐구,anticipation,0.766
카운트다운,anticipation,0.75
시작,anticipation,0.75
예상하는,anticipation,0.75
모험,anticipation,0.75
기대,anticipation,0.75
클라이맥스,anticipation,0.742
예언,anticipation,0.742
예상하다,anticipation,0.742
일으키다,anticipation,0.742
깨우다,anticipation,0.742
열렬한,anticipation,0.742
사정,anticipation,0.734
출생,anticipation,0.734
발표,anticipation,0.734
기대,anticipation,0.727
기대,anticipation,0.727
임박한,anticipation,0.727
해방,anticipation,0.727
긴급한,anticipation,0.727
전율,anticipation,0.719
재결합,anticipation,0.719
탐사,anticipation,0.719
항해,anticipation,0.719
전망,anticipation,0.719
열망하다,anticipation,0.719
황홀경,anticipation,0.711
미결,anticipation,0.711
여행,anticipation,0.711
키스,anticipation,0.711
열광,anticipation,0.711
그리움,anticipation,0.711
엑스터시,anticipation,0.711
신비,anticipation,0.711
장래의,anticipation,0.703
굉장한,anticipation,0.703
목적지,anticipation,0.703
자극,anticipation,0.703
운,anticipation,0.703
유망한,anticipation,0.703
스릴,anticipation,0.703
진전,anticipation,0.703
긴급,anticipation,0.703
감질나게 하는,anticipation,0.703
자유롭게 하다,anticipation,0.695
서두르다,anticipation,0.695
탐구하다,anticipation,0.695
전진,anticipation,0.695
휴가,anticipation,0.695
섹스,anticipation,0.695
성취,anticipation,0.695
준비,anticipation,0.695
기대,anticipation,0.695
예측,anticipation,0.695
도착,anticipation,0.695
매력,anticipation,0.688
황홀한,anticipation,0.688
접근,anticipation,0.688
신흔 여행,anticipation,0.68
룰렛,anticipation,0.68
반란,anticipation,0.68
휴일,anticipation,0.672
진전,anticipation,0.672
축하,anticipation,0.672
탐내는,anticipation,0.672
대기 중,anticipation,0.664
초대,anticipation,0.664
구조하다,anticipation,0.664
절박한,anticipation,0.664
승리,anticipation,0.664
갈망,anticipation,0.664
상금,anticipation,0.664
승리,anticipation,0.664
오르가슴,anticipation,0.664
결혼,anticipation,0.656
신부,anticipation,0.656
승리,anticipation,0.656
구애,anticipation,0.656
얻다,anticipation,0.656
야심찬,anticipation,0.656
애쓰다,anticipation,0.656
보상,anticipation,0.656
축하,anticipation,0.656
공동 자금,anticipation,0.656
신랑,anticipation,0.656
행운,anticipation,0.656
내일,anticipation,0.648
상승,anticipation,0.648
계승,anticipation,0.648
경보,anticipation,0.648
더할 나위 없는,anticipation,0.648
포부,anticipation,0.648
배달,anticipation,0.648
기회,anticipation,0.648
음모,anticipation,0.648
미리 아는,anticipation,0.648
보물,anticipation,0.648
에로틱,anticipation,0.641
혁명,anticipation,0.641
시작하다,anticipation,0.641
계산,anticipation,0.641
예지,anticipation,0.641
행복,anticipation,0.641
유명한,anticipation,0.641
전수,anticipation,0.641
가능성,anticipation,0.641
원정,anticipation,0.641
신부,anticipation,0.641
약속 된,anticipation,0.641
불안해하는,anticipation,0.641
과대 광고,anticipation,0.641
장관을 이루는,anticipation,0.641
상,anticipation,0.641
준비하다,anticipation,0.633
오는,anticipation,0.633
눈금,anticipation,0.633
운명,anticipation,0.633
기적,anticipation,0.633
조심하다,anticipation,0.633
성공하다,anticipation,0.633
열렬한,anticipation,0.633
생신,anticipation,0.633
열정,anticipation,0.633
불길한,anticipation,0.633
마음을 사로잡다,anticipation,0.633
전망,anticipation,0.633
기쁨,anticipation,0.633
궁금한,anticipation,0.633
맏아들,anticipation,0.633
기다리다,anticipation,0.633
의기 양양한,anticipation,0.625
탈출하다,anticipation,0.625
낙천주의,anticipation,0.625
퇴직,anticipation,0.625
예견하다,anticipation,0.625
영감,anticipation,0.625
익히다,anticipation,0.625
선물,anticipation,0.625
회복,anticipation,0.625
색욕,anticipation,0.625
위험한,anticipation,0.617
예언,anticipation,0.617
꽃,anticipation,0.617
가장자리,anticipation,0.617
포옹하다,anticipation,0.617
향하는,anticipation,0.617
놀랍게도,anticipation,0.617
큰 뜻,anticipation,0.617
끓는,anticipation,0.617
매혹적인,anticipation,0.617
선견,anticipation,0.617
임무,anticipation,0.609
불안,anticipation,0.609
예측,anticipation,0.609
매혹적인,anticipation,0.609
보너스,anticipation,0.609
성공,anticipation,0.609
결혼,anticipation,0.609
마법 같은,anticipation,0.609
경고,anticipation,0.609
우승자,anticipation,0.602
응모자,anticipation,0.602
이행,anticipation,0.602
~ 받을 만하다,anticipation,0.602
고무하다,anticipation,0.602
예견된,anticipation,0.602
예정된,anticipation,0.602
부메랑,anticipation,0.602
피크닉,anticipation,0.602
갈망,anticipation,0.602
복수,anticipation,0.602
성공,anticipation,0.602
진단,anticipation,0.602
공상가,anticipation,0.602
예언적인,anticipation,0.602
재미있는,anticipation,0.602
불안한,anticipation,0.602
비추다,anticipation,0.594
가속하다,anticipation,0.594
출현,anticipation,0.594
로맨스,anticipation,0.594
결과,anticipation,0.594
도착하다,anticipation,0.594
기세,anticipation,0.594
버저 소리,anticipation,0.594
다시 불을 붙이다,anticipation,0.594
준비,anticipation,0.594
획득,anticipation,0.594
운,anticipation,0.594
결혼하다,anticipation,0.594
예측하다,anticipation,0.589
돈,anticipation,0.586
원조,anticipation,0.586
융기,anticipation,0.586
축제,anticipation,0.586
즐기는,anticipation,0.586
준비,anticipation,0.586
래플,anticipation,0.586
조사,anticipation,0.586
진행,anticipation,0.586
연체,anticipation,0.586
갈망하다,anticipation,0.586
짜증난,anticipation,0.586
열성가,anticipation,0.586
바람둥이,anticipation,0.586
찾다. 목표물 탐색,anticipation,0.586
계속,anticipation,0.586
가정,anticipation,0.586
매우 기쁜,anticipation,0.586
도박,anticipation,0.586
잠그다,anticipation,0.586
노력,anticipation,0.586
실험,anticipation,0.58
즐겨,anticipation,0.578
완료,anticipation,0.578
외치다,anticipation,0.578
낚시,anticipation,0.578
위엄 있는,anticipation,0.578
점,anticipation,0.578
초월,anticipation,0.578
번성,anticipation,0.578
발굴,anticipation,0.578
갈증,anticipation,0.578
치료,anticipation,0.578
수확하다,anticipation,0.578
위험,anticipation,0.578
치유,anticipation,0.578
천국 같은,anticipation,0.578
초대,anticipation,0.578
믿을 수 없는,anticipation,0.578
이를 수 있는,anticipation,0.578
축복,anticipation,0.578
번영하다,anticipation,0.578
놀리다,anticipation,0.57
계획,anticipation,0.57
여보,anticipation,0.57
풍미,anticipation,0.57
웅대,anticipation,0.57
궁극적인,anticipation,0.57
해방,anticipation,0.57
안절부절,anticipation,0.57
마지막으로,anticipation,0.57
친밀한,anticipation,0.57
전조,anticipation,0.57
결혼 중매인,anticipation,0.57
노름꾼,anticipation,0.57
전향적으로,anticipation,0.57
도전,anticipation,0.57
경고,anticipation,0.57
초대,anticipation,0.57
신비한,anticipation,0.562
영예,anticipation,0.562
애인,anticipation,0.562
폭로하다,anticipation,0.562
호리다,anticipation,0.562
시도,anticipation,0.562
제전,anticipation,0.562
높이다,anticipation,0.562
기쁘게 하다,anticipation,0.562
독립,anticipation,0.562
예상되는,anticipation,0.562
과시,anticipation,0.562
불사,anticipation,0.562
빠르게 하다,anticipation,0.562
퍼레이드,anticipation,0.562
재미있는,anticipation,0.562
편애,anticipation,0.562
챔피언,anticipation,0.562
미리 경고,anticipation,0.562
가설,anticipation,0.562
트로피,anticipation,0.562
쇼핑,anticipation,0.555
구원,anticipation,0.555
감정,anticipation,0.555
위험한,anticipation,0.555
신탁,anticipation,0.555
영웅적 자질,anticipation,0.555
거친,anticipation,0.555
붙잡는,anticipation,0.555
불안,anticipation,0.555
호기심,anticipation,0.555
행복하다,anticipation,0.555
기쁨,anticipation,0.555
운명,anticipation,0.555
자유,anticipation,0.555
펴다,anticipation,0.555
정사,anticipation,0.555
사랑스러운,anticipation,0.555
화려,anticipation,0.555
자라다,anticipation,0.555
희미한 빛,anticipation,0.547
선동하다,anticipation,0.547
풍부,anticipation,0.547
결과적인,anticipation,0.547
개연성,anticipation,0.547
레크리에이션,anticipation,0.547
영광,anticipation,0.547
입을 딱 벌리고,anticipation,0.547
아주 기뻐하는,anticipation,0.547
변하기 쉬운,anticipation,0.547
수렴,anticipation,0.547
풍부한,anticipation,0.547
경고하다,anticipation,0.547
통화의,anticipation,0.547
마법,anticipation,0.547
이튿날,anticipation,0.547
불안한,anticipation,0.547
굶주린,anticipation,0.547
투표,anticipation,0.547
의심스러운,anticipation,0.547
기도하다,anticipation,0.547
여가,anticipation,0.547
수렵,anticipation,0.539
관능적 인,anticipation,0.539
대소동,anticipation,0.539
경매,anticipation,0.539
투표권,anticipation,0.539
손자,anticipation,0.539
열망,anticipation,0.539
오락,anticipation,0.539
병합,anticipation,0.539
초과하다,anticipation,0.539
옹호,anticipation,0.539
축복,anticipation,0.539
문의,anticipation,0.539
하사품,anticipation,0.539
걱정,anticipation,0.539
대표단,anticipation,0.539
기쁜,anticipation,0.536
선구자,anticipation,0.531
웅장한,anticipation,0.531
처녀성,anticipation,0.531
은밀한,anticipation,0.531
항소,anticipation,0.531
형성,anticipation,0.531
천체의,anticipation,0.531
미쳐 날뛰는,anticipation,0.531
구출,anticipation,0.531
위업,anticipation,0.531
환호,anticipation,0.531
반응하는,anticipation,0.531
서둘러,anticipation,0.531
약혼자,anticipation,0.531
타도,anticipation,0.531
주정,anticipation,0.531
공포,anticipation,0.531
방문객,anticipation,0.531
기다리다,anticipation,0.523
소생하다,anticipation,0.523
보다,anticipation,0.523
사냥꾼,anticipation,0.523
발광,anticipation,0.523
계획,anticipation,0.523
발아,anticipation,0.523
경쟁,anticipation,0.523
준비,anticipation,0.523
전조,anticipation,0.523
빛나는,anticipation,0.523
기분 좋은,anticipation,0.523
만연하다,anticipation,0.523
중요성,anticipation,0.523
공고,anticipation,0.523
폭발물,anticipation,0.523
